	rtt	tmp	targetedvscwnd	diff	average	output
1333	0.0581167	0.378643	0.295768	1531	0.0581167	1
1334	0.0581167	0.378643	0.295768	1531	0.0581167	1
1335	0.0581167	0.378643	0.295768	1531	0.0581167	1
1336	0.0581167	0.378643	0.295768	1531	0.0581167	1
1337	0.0587566	0.374519	0.378565	1351	0.05833	1
1338	0.0587566	0.374519	0.378565	1351	0.0585433	1
1339	0.0587566	0.374519	0.378565	1351	0.0587566	1
1340	0.0587566	0.374519	0.378565	1351	0.0587566	1
1341	0.0587566	0.374519	0.378565	1351	0.0587566	1
1342	0.0587566	0.374519	0.378565	1351	0.0587566	1
1343	0.0587566	0.374519	0.378565	1351	0.0587566	1
1344	0.0661125	0.332849	0.374425	1360	0.0612086	2
1345	0.0661125	0.332849	0.374425	1360	0.0636605	2
1346	0.0661125	0.332849	0.374425	1360	0.0661125	2
1347	0.0661125	0.332849	0.374425	1360	0.0661125	2
1348	0.0661125	0.332849	0.374425	1360	0.0661125	2
1349	0.0661125	0.332849	0.374425	1360	0.0661125	2
1350	0.0590398	0.372722	0.332567	1451	0.063755	1
1351	0.0590398	0.372722	0.332567	1451	0.0613974	1
1352	0.0590398	0.372722	0.332567	1451	0.0590398	1
1353	0.0590398	0.372722	0.332567	1451	0.0590398	1
1354	0.0590398	0.372722	0.332567	1451	0.0590398	1
1355	0.0590398	0.372722	0.332567	1451	0.0590398	1
1356	0.0590398	0.372722	0.332567	1451	0.0590398	1
1357	0.0650029	0.33853	0.372585	1364	0.0610275	1
1358	0.0650029	0.33853	0.372585	1364	0.0630152	1
1359	0.0650029	0.33853	0.372585	1364	0.0650029	1
1360	0.0650029	0.33853	0.372585	1364	0.0650029	1
1361	0.0650029	0.33853	0.372585	1364	0.0650029	1
1362	0.0650029	0.33853	0.372585	1364	0.0650029	1
1363	0.0650029	0.33853	0.372585	1364	0.0650029	1
1364	0.0627797	0.350519	0.338086	1439	0.0642619	1
1365	0.0627797	0.350519	0.338086	1439	0.0635208	1
1366	0.0627797	0.350519	0.338086	1439	0.0627797	1
1367	0.0627797	0.350519	0.338086	1439	0.0627797	1
1368	0.0627797	0.350519	0.338086	1439	0.0627797	1
1369	0.0627797	0.350519	0.338086	1439	0.0627797	1
1370	0.0627797	0.350519	0.338086	1439	0.0627797	1
1371	0.0627797	0.350519	0.338086	1439	0.0627797	1
1372	0.0627797	0.350519	0.338086	1439	0.0627797	1
1373	0.0627797	0.350519	0.338086	1439	0.0627797	1
1374	0.0627797	0.350519	0.338086	1439	0.0627797	1
1375	0.0627797	0.350519	0.338086	1439	0.0627797	1
1376	0.0627797	0.350519	0.338086	1439	0.0627797	1
1377	0.0671347	0.327781	0.350506	1412	0.0642314	2
1378	0.0671347	0.327781	0.350506	1412	0.065683	2
1379	0.0671347	0.327781	0.350506	1412	0.0671347	2
1380	0.0671347	0.327781	0.350506	1412	0.0671347	2
1381	0.0671347	0.327781	0.350506	1412	0.0671347	2
1382	0.0671347	0.327781	0.350506	1412	0.0671347	2
1383	0.0671347	0.327781	0.350506	1412	0.0671347	2
1384	0.0671347	0.327781	0.350506	1412	0.0671347	2
1385	0.0671347	0.327781	0.350506	1412	0.0671347	2
1386	0.0671347	0.327781	0.350506	1412	0.0671347	2
1387	0.0671347	0.327781	0.350506	1412	0.0671347	2
1388	0.0671347	0.327781	0.350506	1412	0.0671347	2
1389	0.0671347	0.327781	0.350506	1412	0.0671347	2
1390	0.0671347	0.327781	0.350506	1412	0.0671347	2
1391	0.0671347	0.327781	0.350506	1412	0.0671347	2
1392	0.0671347	0.327781	0.350506	1412	0.0671347	2
1393	0.0671347	0.327781	0.350506	1412	0.0671347	2
1394	0.0671347	0.327781	0.350506	1412	0.0671347	2
1395	0.0671347	0.327781	0.350506	1412	0.0671347	2
1396	0.0671347	0.327781	0.350506	1412	0.0671347	2
1397	0.0671347	0.327781	0.350506	1412	0.0671347	2
1398	0.0671347	0.327781	0.350506	1412	0.0671347	2
1399	0.0671347	0.327781	0.350506	1412	0.0671347	2
1400	0.0671347	0.327781	0.350506	1412	0.0671347	2
1401	0.0671347	0.327781	0.350506	1412	0.0671347	2
1402	0.0671347	0.327781	0.350506	1412	0.0671347	2
1403	0.0615576	0.357478	0.327658	1461	0.0652757	1
1404	0.0615576	0.357478	0.327658	1461	0.0634166	1
1405	0.0615576	0.357478	0.327658	1461	0.0615576	1
1406	0.0615576	0.357478	0.327658	1461	0.0615576	1
1407	0.0615576	0.357478	0.327658	1461	0.0615576	1
1408	0.0615576	0.357478	0.327658	1461	0.0615576	1
1409	0.0615576	0.357478	0.327658	1461	0.0615576	1
1410	0.0615576	0.357478	0.327658	1461	0.0615576	1
1411	0.0855767	0.257143	0.35711	1397	0.0695639	2
1412	0.0855767	0.257143	0.35711	1397	0.0775703	2
1413	0.0855767	0.257143	0.35711	1397	0.0855767	2
1414	0.0855767	0.257143	0.35711	1397	0.0855767	2
1415	0.0855767	0.257143	0.35711	1397	0.0855767	2
1416	0.0855767	0.257143	0.35711	1397	0.0855767	2
1417	0.0855767	0.257143	0.35711	1397	0.0855767	2
1418	0.0855767	0.257143	0.35711	1397	0.0855767	2
1419	0.0855767	0.257143	0.35711	1397	0.0855767	2
1420	0.0857972	0.256482	0.256983	1596	0.0856502	2
1421	0.0857972	0.256482	0.256983	1596	0.0857237	2
1422	0.0857972	0.256482	0.256983	1596	0.0857972	2
1423	0.0857972	0.256482	0.256983	1596	0.0857972	2
1424	0.0857972	0.256482	0.256983	1596	0.0857972	2
1425	0.0857972	0.256482	0.256983	1596	0.0857972	2
1426	0.0857972	0.256482	0.256983	1596	0.0857972	2
1427	0.0857972	0.256482	0.256983	1596	0.0857972	2
1428	0.0850821	0.258638	0.256241	1579	0.0855588	2
1429	0.0850821	0.258638	0.256241	1579	0.0853204	2
1430	0.0850821	0.258638	0.256241	1579	0.0850821	2
1431	0.0850821	0.258638	0.256241	1579	0.0850821	2
1432	0.0850821	0.258638	0.256241	1579	0.0850821	2
1433	0.0850821	0.258638	0.256241	1579	0.0850821	2
1434	0.0850821	0.258638	0.256241	1579	0.0850821	2
1435	0.0850821	0.258638	0.256241	1579	0.0850821	2
1436	0.0850821	0.258638	0.256241	1579	0.0850821	2
1437	0.0850821	0.258638	0.256241	1579	0.0850821	2
1438	0.0850821	0.258638	0.256241	1579	0.0850821	2
1439	0.0839069	0.262261	0.258562	1537	0.0846903	2
1440	0.0839069	0.262261	0.258562	1537	0.0842986	2
1441	0.0839069	0.262261	0.258562	1537	0.0839069	2
1442	0.0839069	0.262261	0.258562	1537	0.0839069	2
1443	0.0839069	0.262261	0.258562	1537	0.0839069	2
1444	0.0839069	0.262261	0.258562	1537	0.0839069	2
1445	0.0839069	0.262261	0.258562	1537	0.0839069	2
1446	0.0839069	0.262261	0.258562	1537	0.0839069	2
1447	0.0770493	0.285602	0.262207	1511	0.081621	2
1448	0.0770493	0.285602	0.262207	1511	0.0793352	2
1449	0.0770493	0.285602	0.262207	1511	0.0770493	2
1450	0.0770493	0.285602	0.262207	1511	0.0770493	2
1451	0.0770493	0.285602	0.262207	1511	0.0770493	2
1452	0.0550387	0.399818	0.28522	1446	0.0697125	1
1453	0.0550387	0.399818	0.28522	1446	0.0623756	1
1454	0.0550387	0.399818	0.28522	1446	0.0550387	1
1455	0.0550387	0.399818	0.28522	1446	0.0550387	1
1456	0.0550387	0.399818	0.28522	1446	0.0550387	1
1457	0.0550387	0.399818	0.28522	1446	0.0550387	1
1458	0.0550387	0.399818	0.28522	1446	0.0550387	1
1459	0.0550387	0.399818	0.28522	1446	0.0550387	1
1460	0.0542163	0.405883	0.399407	1215	0.0547645	1
1461	0.0542163	0.405883	0.399407	1215	0.0544904	1
1462	0.0542163	0.405883	0.399407	1215	0.0542163	1
1463	0.0542163	0.405883	0.399407	1215	0.0542163	1
1464	0.0542163	0.405883	0.399407	1215	0.0542163	1
1465	0.0542163	0.405883	0.399407	1215	0.0542163	1
1466	0.0542163	0.405883	0.399407	1215	0.0542163	1
1467	0.0542163	0.405883	0.399407	1215	0.0542163	1
1468	0.0701033	0.313901	0.405833	1202	0.0595119	2
1469	0.0701033	0.313901	0.405833	1202	0.0648076	2
1470	0.0701033	0.313901	0.405833	1202	0.0701033	2
1471	0.0701033	0.313901	0.405833	1202	0.0701033	2
1472	0.0701033	0.313901	0.405833	1202	0.0701033	2
1473	0.0701033	0.313901	0.405833	1202	0.0701033	2
1474	0.0701033	0.313901	0.405833	1202	0.0701033	2
1475	0.0690749	0.318574	0.31389	1388	0.0697605	2
1476	0.0690749	0.318574	0.31389	1388	0.0694177	2
1477	0.0690749	0.318574	0.31389	1388	0.0690749	2
1478	0.0690749	0.318574	0.31389	1388	0.0690749	2
1479	0.0690749	0.318574	0.31389	1388	0.0690749	2
1480	0.0690749	0.318574	0.31389	1388	0.0690749	2
1481	0.0540987	0.406765	0.318339	1379	0.0640829	1
1482	0.0540987	0.406765	0.318339	1379	0.0590908	1
1483	0.0540987	0.406765	0.318339	1379	0.0540987	1
1484	0.0540987	0.406765	0.318339	1379	0.0540987	1
1485	0.0540987	0.406765	0.318339	1379	0.0540987	1
1486	0.0540742	0.406949	0.406327	1201	0.0540906	1
1487	0.0540742	0.406949	0.406327	1201	0.0540824	1
1488	0.0540742	0.406949	0.406327	1201	0.0540742	1
1489	0.0540742	0.406949	0.406327	1201	0.0540742	1
1490	0.0540742	0.406949	0.406327	1201	0.0540742	1
1491	0.0541702	0.406229	0.406822	1200	0.0541062	1
1492	0.0541702	0.406229	0.406822	1200	0.0541382	1
1493	0.0541702	0.406229	0.406822	1200	0.0541702	1
1494	0.0541702	0.406229	0.406822	1200	0.0541702	1
1495	0.0541702	0.406229	0.406822	1200	0.0541702	1
1496	0.0541702	0.406229	0.406822	1200	0.0541702	1
1497	0.0541702	0.406229	0.406822	1200	0.0541702	1
1498	0.0541702	0.406229	0.406822	1200	0.0541702	1
1499	0.054406	0.404467	0.405833	1202	0.0542488	1
1500	0.054406	0.404467	0.405833	1202	0.0543274	1
1501	0.054406	0.404467	0.405833	1202	0.054406	1
1502	0.054406	0.404467	0.405833	1202	0.054406	1
1503	0.054406	0.404467	0.405833	1202	0.054406	1
1504	0.054406	0.404467	0.405833	1202	0.054406	1
1505	0.054406	0.404467	0.405833	1202	0.054406	1
1506	0.054406	0.404467	0.405833	1202	0.054406	1
1507	0.0700655	0.31407	0.40435	1205	0.0596259	2
1508	0.0700655	0.31407	0.40435	1205	0.0648457	2
1509	0.0700655	0.31407	0.40435	1205	0.0700655	2
1510	0.0700655	0.31407	0.40435	1205	0.0700655	2
1511	0.0700655	0.31407	0.40435	1205	0.0700655	2
1512	0.0700655	0.31407	0.40435	1205	0.0700655	2
1513	0.0700655	0.31407	0.40435	1205	0.0700655	2
1514	0.0700655	0.31407	0.40435	1205	0.0700655	2
1515	0.0700655	0.31407	0.40435	1205	0.0700655	2
1516	0.0843635	0.260841	0.31389	1388	0.0748315	2
1517	0.0843635	0.260841	0.31389	1388	0.0795975	2
1518	0.0843635	0.260841	0.31389	1388	0.0843635	2
1519	0.0843635	0.260841	0.31389	1388	0.0843635	2
1520	0.0843635	0.260841	0.31389	1388	0.0843635	2
1521	0.0843635	0.260841	0.31389	1388	0.0843635	2
1522	0.0843635	0.260841	0.31389	1388	0.0843635	2
1523	0.0740369	0.297223	0.260761	1477	0.0809213	2
1524	0.0740369	0.297223	0.260761	1477	0.0774791	2
1525	0.0740369	0.297223	0.260761	1477	0.0740369	2
1526	0.0740369	0.297223	0.260761	1477	0.0740369	2
1527	0.0391331	0.562324	0.29701	1387	0.0624023	1
1528	0.0391331	0.562324	0.29701	1387	0.0507677	1
1529	0.0391331	0.562324	0.29701	1387	0.0391331	1
1530	0.0391331	0.562324	0.29701	1387	0.0391331	1
1531	0.0390113	0.56408	0.562088	864	0.0390925	1
1532	0.0390113	0.56408	0.562088	864	0.0390519	1
1533	0.0390113	0.56408	0.562088	864	0.0390113	1
1534	0.0390113	0.56408	0.562088	864	0.0390113	1
1535	0.0390113	0.56408	0.562088	864	0.0390113	1
1536	0.0390113	0.56408	0.562088	864	0.0390113	1
1537	0.0390113	0.56408	0.562088	864	0.0390113	1
1538	0.0390113	0.56408	0.562088	864	0.0390113	1
1539	0.0390113	0.56408	0.562088	864	0.0390113	1
1540	0.0390113	0.56408	0.563609	861	0.0390113	1
1541	0.0390113	0.56408	0.563609	861	0.0390113	1
1542	0.0390113	0.56408	0.563609	861	0.0390113	1
1543	0.0390113	0.56408	0.563609	861	0.0390113	1
1544	0.0390113	0.56408	0.563609	861	0.0390113	1
1545	0.0390113	0.56408	0.563609	861	0.0390113	1
1546	0.0390113	0.56408	0.563609	861	0.0390113	1
1547	0.0687386	0.320133	0.563609	861	0.0489204	2
1548	0.0687386	0.320133	0.563609	861	0.0588295	2
1549	0.0687386	0.320133	0.563609	861	0.0687386	2
1550	0.0687386	0.320133	0.563609	861	0.0687386	2
1551	0.0687386	0.320133	0.563609	861	0.0687386	2
1552	0.0540216	0.407346	0.319818	1342	0.0638329	1
1553	0.0540216	0.407346	0.319818	1342	0.0589273	1
1554	0.0540216	0.407346	0.319818	1342	0.0540216	1
1555	0.0540216	0.407346	0.319818	1342	0.0540216	1
1556	0.0540216	0.407346	0.319818	1342	0.0540216	1
1557	0.0540216	0.407346	0.319818	1342	0.0540216	1
1558	0.0530566	0.414754	0.406994	1170	0.0537	1
1559	0.0530566	0.414754	0.406994	1170	0.0533783	1
1560	0.0530566	0.414754	0.406994	1170	0.0530566	1
1561	0.0530566	0.414754	0.406994	1170	0.0530566	1
1562	0.0530566	0.414754	0.406994	1170	0.0530566	1
1563	0.0530365	0.414912	0.414597	1155	0.0530499	1
1564	0.0530365	0.414912	0.414597	1155	0.0530432	1
1565	0.0530365	0.414912	0.414597	1155	0.0530365	1
1566	0.0530365	0.414912	0.414597	1155	0.0530365	1
1567	0.0530365	0.414912	0.414597	1155	0.0530365	1
1568	0.0530181	0.415056	0.414597	1155	0.0530303	1
1569	0.0530181	0.415056	0.414597	1155	0.0530242	1
1570	0.0530181	0.415056	0.414597	1155	0.0530181	1
1571	0.0530181	0.415056	0.414597	1155	0.0530181	1
1572	0.0530181	0.415056	0.414597	1155	0.0530181	1
1573	0.0530181	0.415056	0.414597	1155	0.0530181	1
1574	0.0530181	0.415056	0.414597	1155	0.0530181	1
1575	0.0530279	0.414979	0.414597	1155	0.0530214	1
1576	0.0530279	0.414979	0.414597	1155	0.0530246	1
1577	0.0530279	0.414979	0.414597	1155	0.0530279	1
1578	0.0530279	0.414979	0.414597	1155	0.0530279	1
1579	0.0530279	0.414979	0.414597	1155	0.0530279	1
1580	0.0530279	0.414979	0.414597	1155	0.0530279	1
1581	0.0530279	0.414979	0.414597	1155	0.0530279	1
1582	0.0530279	0.414979	0.414597	1155	0.0530279	1
1583	0.0530279	0.414979	0.414597	1155	0.0530279	1
1584	0.0530279	0.414979	0.414597	1155	0.0530279	1
1585	0.0530279	0.414979	0.414597	1155	0.0530279	1
1586	0.067804	0.324545	0.414597	1155	0.0579533	2
1587	0.067804	0.324545	0.414597	1155	0.0628787	2
1588	0.067804	0.324545	0.414597	1155	0.067804	2
1589	0.067804	0.324545	0.414597	1155	0.067804	2
1590	0.067804	0.324545	0.414597	1155	0.067804	2
1591	0.067804	0.324545	0.414597	1155	0.067804	2
1592	0.067804	0.324545	0.414597	1155	0.067804	2
1593	0.067804	0.324545	0.414597	1155	0.067804	2
1594	0.0772746	0.28477	0.324379	1333	0.0709609	2
1595	0.0772746	0.28477	0.324379	1333	0.0741178	2
1596	0.0772746	0.28477	0.324379	1333	0.0772746	2
1597	0.0772746	0.28477	0.324379	1333	0.0772746	2
1598	0.0772746	0.28477	0.324379	1333	0.0772746	2
1599	0.0772746	0.28477	0.324379	1333	0.0772746	2
1600	0.0772746	0.28477	0.324379	1333	0.0772746	2
1601	0.0772746	0.28477	0.324379	1333	0.0772746	2
1602	0.0780519	0.281934	0.284394	1394	0.0775337	2
1603	0.0780519	0.281934	0.284394	1394	0.0777928	2
1604	0.0780519	0.281934	0.284394	1394	0.0780519	2
1605	0.0780519	0.281934	0.284394	1394	0.0780519	2
1606	0.0780519	0.281934	0.284394	1394	0.0780519	2
1607	0.055484	0.39661	0.281851	1381	0.0705292	1
1608	0.055484	0.39661	0.281851	1381	0.0630066	1
1609	0.055484	0.39661	0.281851	1381	0.055484	1
1610	0.055484	0.39661	0.281851	1381	0.055484	1
1611	0.055484	0.39661	0.281851	1381	0.055484	1
1612	0.055484	0.39661	0.281851	1381	0.055484	1
1613	0.0513029	0.428933	0.396256	1161	0.0540903	1
1614	0.0513029	0.428933	0.396256	1161	0.0526966	1
1615	0.0513029	0.428933	0.396256	1161	0.0513029	1
1616	0.0513029	0.428933	0.396256	1161	0.0513029	1
1617	0.0513029	0.428933	0.396256	1161	0.0513029	1
1618	0.051355	0.428497	0.428497	1099	0.0513202	1
1619	0.051355	0.428497	0.428497	1099	0.0513376	1
1620	0.051355	0.428497	0.428497	1099	0.051355	1
1621	0.051355	0.428497	0.428497	1099	0.051355	1
1622	0.051355	0.428497	0.428497	1099	0.051355	1
1623	0.052	0.423182	0.428497	1099	0.05157	1
1624	0.052	0.423182	0.428497	1099	0.051785	1
1625	0.052	0.423182	0.428497	1099	0.052	1
1626	0.052	0.423182	0.428497	1099	0.052	1
1627	0.052	0.423182	0.428497	1099	0.052	1
1628	0.052	0.423182	0.428497	1099	0.052	1
1629	0.052	0.423182	0.428497	1099	0.052	1
1630	0.052	0.423182	0.428497	1099	0.052	1
1631	0.052	0.423182	0.428497	1099	0.052	1
1632	0.052	0.423182	0.428497	1099	0.052	1
1633	0.052	0.423182	0.428497	1099	0.052	1
1634	0.0552252	0.398468	0.422777	1110	0.0530751	1
1635	0.0552252	0.398468	0.422777	1110	0.0541501	1
1636	0.0552252	0.398468	0.422777	1110	0.0552252	1
1637	0.0552252	0.398468	0.422777	1110	0.0552252	1
1638	0.0552252	0.398468	0.422777	1110	0.0552252	1
1639	0.0513159	0.428824	0.398336	1157	0.0539221	1
1640	0.0513159	0.428824	0.398336	1157	0.052619	1
1641	0.0513159	0.428824	0.398336	1157	0.0513159	1
1642	0.0513159	0.428824	0.398336	1157	0.0513159	1
1643	0.0513159	0.428824	0.398336	1157	0.0513159	1
1644	0.0512807	0.429118	0.428497	1099	0.0513041	1
1645	0.0512807	0.429118	0.428497	1099	0.0512924	1
1646	0.0512807	0.429118	0.428497	1099	0.0512807	1
1647	0.0512807	0.429118	0.428497	1099	0.0512807	1
1648	0.0512807	0.429118	0.428497	1099	0.0512807	1
1649	0.0512825	0.429103	0.429017	1098	0.0512813	1
1650	0.0512825	0.429103	0.429017	1098	0.0512819	1
1651	0.0512825	0.429103	0.429017	1098	0.0512825	1
1652	0.0512825	0.429103	0.429017	1098	0.0512825	1
1653	0.0512825	0.429103	0.429017	1098	0.0512825	1
1654	0.0512825	0.429103	0.429017	1098	0.0512825	1
1655	0.0514381	0.427805	0.429017	1098	0.0513344	1
1656	0.0514381	0.427805	0.429017	1098	0.0513862	1
1657	0.0514381	0.427805	0.429017	1098	0.0514381	1
1658	0.0514381	0.427805	0.429017	1098	0.0514381	1
1659	0.0514381	0.427805	0.429017	1098	0.0514381	1
1660	0.0513525	0.428518	0.427457	1101	0.0514096	1
1661	0.0513525	0.428518	0.427457	1101	0.0513811	1
1662	0.0513525	0.428518	0.427457	1101	0.0513525	1
1663	0.0513525	0.428518	0.427457	1101	0.0513525	1
1664	0.042426	0.518678	0.428497	1099	0.048377	1
1665	0.042426	0.518678	0.428497	1099	0.0454015	1
1666	0.042426	0.518678	0.428497	1099	0.042426	1
1667	0.0302552	0.727329	0.518461	926	0.0383691	1
1668	0.0302552	0.727329	0.518461	926	0.0343121	1
1669	0.0302552	0.727329	0.518461	926	0.0302552	1
1670	0.0305795	0.719615	0.727226	530	0.0303633	1
1671	0.0305795	0.719615	0.727226	530	0.0304714	1
1672	0.0305795	0.719615	0.727226	530	0.0305795	1
1673	0.0305795	0.719615	0.727226	530	0.0305795	1
1674	0.0305795	0.719615	0.727226	530	0.0305795	1
1675	0.0305795	0.719615	0.727226	530	0.0305795	1
1676	0.0305795	0.719615	0.727226	530	0.0305795	1
1677	0.0309896	0.710092	0.719307	551	0.0307162	1
1678	0.0309896	0.710092	0.719307	551	0.0308529	1
1679	0.0309896	0.710092	0.719307	551	0.0309896	1
1680	0.0309896	0.710092	0.719307	551	0.0309896	1
1681	0.0309896	0.710092	0.719307	551	0.0309896	1
1682	0.0309896	0.710092	0.719307	551	0.0309896	1
1683	0.0309896	0.710092	0.719307	551	0.0309896	1
1684	0.0309896	0.710092	0.719307	551	0.0309896	1
1685	0.0309896	0.710092	0.719307	551	0.0309896	1
1686	0.0309896	0.710092	0.719307	551	0.0309896	1
1687	0.0309896	0.710092	0.719307	551	0.0309896	1
1688	0.0680792	0.323234	0.710035	575	0.0433528	2
1689	0.0680792	0.323234	0.710035	575	0.055716	2
1690	0.0680792	0.323234	0.710035	575	0.0680792	2
1691	0.0680792	0.323234	0.710035	575	0.0680792	2
1692	0.0680792	0.323234	0.710035	575	0.0680792	2
1693	0.0680792	0.323234	0.710035	575	0.0680792	2
1694	0.0680792	0.323234	0.710035	575	0.0680792	2
1695	0.0671956	0.327484	0.322743	1343	0.0677846	2
1696	0.0671956	0.327484	0.322743	1343	0.0674901	2
1697	0.0671956	0.327484	0.322743	1343	0.0671956	2
1698	0.0671956	0.327484	0.322743	1343	0.0671956	2
1699	0.0671956	0.327484	0.322743	1343	0.0671956	2
1700	0.0530338	0.414932	0.327282	1334	0.062475	1
1701	0.0530338	0.414932	0.327282	1334	0.0577544	1
1702	0.0530338	0.414932	0.327282	1334	0.0530338	1
1703	0.0530338	0.414932	0.327282	1334	0.0530338	1
1704	0.0530338	0.414932	0.327282	1334	0.0530338	1
1705	0.0530338	0.414932	0.327282	1334	0.0530338	1
1706	0.0530679	0.414666	0.414523	1161	0.0530452	1
1707	0.0530679	0.414666	0.414523	1161	0.0530566	1
1708	0.0530679	0.414666	0.414523	1161	0.0530679	1
1709	0.0530679	0.414666	0.414523	1161	0.0530679	1
1710	0.0530679	0.414666	0.414523	1161	0.0530679	1
1711	0.0531213	0.41425	0.414523	1161	0.0530857	1
1712	0.0531213	0.41425	0.414523	1161	0.0531035	1
1713	0.0531213	0.41425	0.414523	1161	0.0531213	1
1714	0.0531213	0.41425	0.414523	1161	0.0531213	1
1715	0.0531213	0.41425	0.414523	1161	0.0531213	1
1716	0.0531213	0.41425	0.414523	1161	0.0531213	1
1717	0.0531849	0.413754	0.414019	1162	0.0531425	1
1718	0.0531849	0.413754	0.414019	1162	0.0531637	1
1719	0.0531849	0.413754	0.414019	1162	0.0531849	1
1720	0.0531849	0.413754	0.414019	1162	0.0531849	1
1721	0.0531849	0.413754	0.414019	1162	0.0531849	1
1722	0.0533133	0.412757	0.413515	1163	0.0532277	1
1723	0.0533133	0.412757	0.413515	1163	0.0532705	1
1724	0.0533133	0.412757	0.413515	1163	0.0533133	1
1725	0.0533133	0.412757	0.413515	1163	0.0533133	1
1726	0.0533133	0.412757	0.413515	1163	0.0533133	1
1727	0.053333	0.412605	0.412506	1165	0.0533199	1
1728	0.053333	0.412605	0.412506	1165	0.0533265	1
1729	0.053333	0.412605	0.412506	1165	0.053333	1
1730	0.053333	0.412605	0.412506	1165	0.053333	1
1731	0.053333	0.412605	0.412506	1165	0.053333	1
1732	0.053333	0.412605	0.412506	1165	0.053333	1
1733	0.053333	0.412605	0.412506	1165	0.053333	1
1734	0.053333	0.412605	0.412506	1165	0.053333	1
1735	0.053333	0.412605	0.412506	1165	0.053333	1
1736	0.053333	0.412605	0.412506	1165	0.053333	1
1737	0.053333	0.412605	0.412506	1165	0.053333	1
1738	0.053333	0.412605	0.412506	1165	0.053333	1
1739	0.053333	0.412605	0.412506	1165	0.053333	1
1740	0.053333	0.412605	0.412506	1165	0.053333	1
1741	0.056637	0.388535	0.412506	1165	0.0544344	1
1742	0.056637	0.388535	0.412506	1165	0.0555357	1
1743	0.056637	0.388535	0.412506	1165	0.056637	1
1744	0.056637	0.388535	0.412506	1165	0.056637	1
1745	0.056637	0.388535	0.412506	1165	0.056637	1
1746	0.056637	0.388535	0.412506	1165	0.056637	1
1747	0.0604433	0.364068	0.388301	1213	0.0579058	1
1748	0.0604433	0.364068	0.388301	1213	0.0591745	1
1749	0.0604433	0.364068	0.388301	1213	0.0604433	1
1750	0.0604433	0.364068	0.388301	1213	0.0604433	1
1751	0.0604433	0.364068	0.388301	1213	0.0604433	1
1752	0.0528039	0.416739	0.363591	1262	0.0578968	1
1753	0.0528039	0.416739	0.363591	1262	0.0553504	1
1754	0.0528039	0.416739	0.363591	1262	0.0528039	1
1755	0.0528039	0.416739	0.363591	1262	0.0528039	1
1756	0.0528039	0.416739	0.363591	1262	0.0528039	1
1757	0.0528039	0.416739	0.363591	1262	0.0528039	1
1758	0.0528039	0.416739	0.363591	1262	0.0528039	1
1759	0.0528039	0.416739	0.363591	1262	0.0528039	1
1760	0.0528039	0.416739	0.363591	1262	0.0528039	1
1761	0.0528039	0.416739	0.363591	1262	0.0528039	1
1762	0.0528039	0.416739	0.363591	1262	0.0528039	1
1763	0.0528039	0.416739	0.363591	1262	0.0528039	1
1764	0.0528039	0.416739	0.363591	1262	0.0528039	1
1765	0.0528039	0.416739	0.363591	1262	0.0528039	1
1766	0.0530999	0.414417	0.416541	1157	0.0529026	1
1767	0.0530999	0.414417	0.416541	1157	0.0530012	1
1768	0.0530999	0.414417	0.416541	1157	0.0530999	1
1769	0.0530999	0.414417	0.416541	1157	0.0530999	1
1770	0.0530999	0.414417	0.416541	1157	0.0530999	1
1771	0.0530999	0.414417	0.416541	1157	0.0530999	1
1772	0.0530999	0.414417	0.416541	1157	0.0530999	1
1773	0.0761526	0.288965	0.414019	1162	0.0607841	2
1774	0.0761526	0.288965	0.414019	1162	0.0684684	2
1775	0.0761526	0.288965	0.414019	1162	0.0761526	2
1776	0.0761526	0.288965	0.414019	1162	0.0761526	2
1777	0.0761526	0.288965	0.414019	1162	0.0761526	2
1778	0.0761526	0.288965	0.414019	1162	0.0761526	2
1779	0.0530133	0.415093	0.28856	1393	0.0684395	1
1780	0.0530133	0.415093	0.28856	1393	0.0607264	1
1781	0.0530133	0.415093	0.28856	1393	0.0530133	1
1782	0.0530133	0.415093	0.28856	1393	0.0530133	1
1783	0.0530133	0.415093	0.28856	1393	0.0530133	1
1784	0.0530133	0.415093	0.28856	1393	0.0530133	1
1785	0.052123	0.422183	0.414709	1146	0.0527166	1
1786	0.052123	0.422183	0.414709	1146	0.0524198	1
1787	0.052123	0.422183	0.414709	1146	0.052123	1
1788	0.052123	0.422183	0.414709	1146	0.052123	1
1789	0.052123	0.422183	0.414709	1146	0.052123	1
1790	0.052123	0.422183	0.414709	1146	0.052123	1
1791	0.052123	0.422183	0.414709	1146	0.052123	1
1792	0.052123	0.422183	0.414709	1146	0.052123	1
1793	0.052123	0.422183	0.414709	1146	0.052123	1
1794	0.052123	0.422183	0.414709	1146	0.052123	1
1795	0.052123	0.422183	0.414709	1146	0.052123	1
1796	0.052123	0.422183	0.414709	1146	0.052123	1
1797	0.052123	0.422183	0.414709	1146	0.052123	1
1798	0.0677651	0.324731	0.421859	1132	0.0573371	2
1799	0.0677651	0.324731	0.421859	1132	0.0625511	2
1800	0.0677651	0.324731	0.421859	1132	0.0677651	2
1801	0.0677651	0.324731	0.421859	1132	0.0677651	2
1802	0.0677651	0.324731	0.421859	1132	0.0677651	2
1803	0.0677651	0.324731	0.421859	1132	0.0677651	2
1804	0.0677651	0.324731	0.421859	1132	0.0677651	2
